ProgramName,Mitigation,Action,RemovalAllowed,ID,Comment
msedgewebview2.exe,DisableExtensionPoints,On,True,019a8e40-ed48-7b1b-abc4-0ab9f4795eab,Edge WebView 2 - Many components use it such as OneDrive;Quick Assist;Teams .etc - This mitigation disables various extension points for an application which might be used to establish persistence or elevate privileges of malicious content.
msedgewebview2.exe,CFG,On,True,019a8e40-ed48-7b1b-abc4-0ab9f4795eab,Edge WebView 2 - Many components use it such as OneDrive;Quick Assist;Teams .etc - Enabled by default System-Wide
msedgewebview2.exe,StrictCFG,On,True,019a8e40-ed48-7b1b-abc4-0ab9f4795eab,Edge WebView 2 - Many components use it such as OneDrive;Quick Assist;Teams .etc - In strict mode all binaries loaded into the process must be compiled for Control Flow Guard (or have no executable code in them - such as resource dlls) in order to be loaded.
msedgewebview2.exe,EnforceModuleDependencySigning,On,True,019a8e40-ed48-7b1b-abc4-0ab9f4795eab,Edge WebView 2 - Many components use it such as OneDrive;Quick Assist;Teams .etc - helps protect against attacks that attempt to substitute code for dlls that are statically linked by Windows binaries.
csrss.exe,BlockRemoteImageLoads,On,True,019a8e41-285f-7a02-81b9-0c9a1e8e3c85,Protecting PPL process to prevent loading of DLLs from network locations such as SMB - WebDAV - etc.
services.exe,BlockRemoteImageLoads,On,True,019a8e41-5302-7dac-8b2f-8ead5e2ce790,Protecting PPL process to prevent loading of DLLs from network locations such as SMB - WebDAV - etc.
rundll32.exe,BlockRemoteImageLoads,On,True,019a8e41-7d6b-741f-8aaf-5518ca4c2b91,Prevent loading of DLLs from network locations such as SMB - WebDAV - etc.
rundll32.exe,BlockLowLabelImageLoads,On,True,019a8e41-7d6b-741f-8aaf-5518ca4c2b91,Prevent loading of files that are untrusted typically because they've been downloaded from the internet from a sandboxed browser - Some malware use rundll32.exe to load malicious file that was just downloaded from the internet
SMSS.exe,BlockRemoteImageLoads,On,True,019a8e41-a4a1-7016-9d7c-72dbf68b9022,Protecting PPL process to prevent loading of DLLs from network locations such as SMB - WebDAV - etc. - It's called Session Manager SubSystem
Wininit.exe,BlockRemoteImageLoads,On,True,019a8e41-e230-78b3-a44b-9f4ee3701f2a,Protecting PPL process to prevent loading of DLLs from network locations such as SMB - WebDAV - etc. - It stands for Windows Initialization and is a process that is responsible for starting and terminating system services and processes during startup and shutdown
NisSrv.exe,MicrosoftSignedOnly,On,True,019a8e42-0bd6-70b4-8e15-7392f5338912,Protecting PPL process to prevent loading Non-Microsoft signed code into the process - This is a component of Microsoft Defender called Network Inspection Service
AppControlManager.exe,DisableNonSystemFonts,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,BlockRemoteImageLoads,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,BlockLowLabelImageLoads,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,EnableExportAddressFilter,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,EnableExportAddressFilterPlus,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,EnableImportAddressFilter,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,EnableRopStackPivot,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,EnableRopCallerCheck,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,UserShadowStack,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
AppControlManager.exe,UserShadowStackStrictMode,On,True,019a8e42-4738-79d8-8aca-c3431a5409cf,AppControl Manager hardening
HardenSystemSecurity.exe,DisableNonSystemFonts,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,BlockRemoteImageLoads,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,BlockLowLabelImageLoads,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,EnableExportAddressFilter,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,EnableExportAddressFilterPlus,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,EnableImportAddressFilter,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,EnableRopStackPivot,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,EnableRopCallerCheck,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,UserShadowStack,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
HardenSystemSecurity.exe,UserShadowStackStrictMode,On,True,019a8e42-6832-75a2-b90a-8258966d746a,Harden System Security hardening
QuantumRelayHSS.exe,DisableNonSystemFonts,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,BlockRemoteImageLoads,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,BlockLowLabelImageLoads,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,EnableExportAddressFilter,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,EnableExportAddressFilterPlus,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,EnableImportAddressFilter,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,EnableRopStackPivot,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,EnableRopCallerCheck,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,UserShadowStack,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,UserShadowStackStrictMode,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,BlockDynamicCode,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,MicrosoftSignedOnly,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
QuantumRelayHSS.exe,AllowStoreSignedBinaries,On,True,019a8e42-b158-7d86-875d-939556db6102,Harden System Security Quantum Relay Service hardening
